Ano;Região;UF;Estado;Organização Acadêmica;Instituicao;Instituição (Nome);Gastos_Correntes_matricula;Gastos Correntes | Gastos Totais;Gastos Correntes | Gastos Correntes;Gastos Correntes | Inativos e Pensionistas;Gastos Correntes | Investimentos e Inversões Financeiras;Gastos Correntes | Precatórios;Gastos Correntes | Outros Custeios;Gastos Correntes | Pessoal
2018;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;14754,347308811353;601461420,42;537252778,1099999;44569224,06;19639418,25;;115242519,35999998;461321317,73
2018;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;14087,166055600634;539504648,72;447639916,5;65212902,22;24783316,75;1868513,25;78548474,74000001;430656369,40999997
2018;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;17860,169339179083;207437662,88;173031908,04999998;8550297,34;22500983,96;3354473,53;39183667,5;143499213,63
2018;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IFPE;Instituto Federal de Pernambuco;14627,447159141106;572843950,52;428619069,94;95699931,65;46823644,550000004;1701304,38;80598861,47999999;439798517,48
2018;Nordeste;PI;Piauí;"Institutos Federais, Cefet's e Colégio Pedro II";IFPI;Instituto Federal do Piauí;13371,43251644552;424630400,80999994;378620786,41999996;39904497,3;6105117,09;;71813628,31000002;341298301,40999997
2018;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;13308,337201331437;608567739,1300001;528790620,7100001;58897494,04;20413033,81;466590,57;103384432,16999999;477834797,57000005
2018;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;19736,983292354944;271650305,76;217261455,48000002;40589754,79;13209588,59;589506,9;40268486,35999999;215394606,19
2018;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;16328,687597575588;112069433,8;105269824,29;326851,13;6472758,38;;20351175,03;84800765,2
2018;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;14595,933399508884;378736832,83000004;322758415,67;35813653,44;20103704,55;61059,17;72163989,76000002;283609585,2
2018;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;13129,667094749606;102646174,34999998;93896246,36999997;242910,28;8507017,7;;24619786,380000003;68940230,21
2018;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;15329,956293233157;487171118,64;384478561,4499999;51782089,29;23175220,169999998;27735247,73;76612612,10000002;383484204,58000004
2018;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;11395,51079372369;222829648,12;205582906,11;3033413,28;14213328,729999999;;50679148,99;155595430,51999998
2018;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;19729,43101583598;133440055,91;114790515,39;13099668,29;5549872,23;;24325604,440000005;102250804,06
2018;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;14261,08803844702;244417797,97;231666989,90000004;2439339,92;10286121,76;25346,39;54969657,309999995;176689104,74
2018;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;15857,715517005556;662212440,62;557963132,02;85538666,94;16462937,479999999;2247704,18;103572964,21;535425699,42
2018;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;18050,1512185786;464387507,09;358387557,46;91048820,55;14891834,76;59294,32;66758078,24000001;378379289,59
2018;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;13251,647066150581;292307605,40000004;244425884,73000002;40086850,46;7794870,21;;49567914,66;231502932,09
2018;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;18567,81402709575;410633688,36;356817352,58000004;38060726,78;15755609;;65081010,239999995;324969501,18
2018;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;9899,700516189416;268768372,73999995;245783515,22999996;13788540,46;7096391,42;2099925,63;54869199,33999999;203409841,69
2018;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;12130,761798437255;282480285,32;236129114,75999996;32073037,57;14154567,77;123565,22;56710770,5;208613288,54999998
2018;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;16624,958476878342;239571299,30000004;208543063,51000002;22809943,02;8218292,77;;35614012,879999995;192831315,12000003
2018;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;13029,74551327688;416674821,98999995;294661179,90999997;106726533,9;14514477,52;772630,66;48709376,82999999;350256107,5
2018;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;21919,030907016546;683807029,4499999;400039120,46999997;270747782,1;8196014,199999999;4824112,68;75758950,18;596132612,0300001
2018;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;15273,108882604329;412999843,58000004;331500804,61;67541670,54;13874976,759999998;82391,67;71972000,42000002;323439328,65
2018;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;19716,66682389626;422328990,86;358645380,86;48265106,06;15418503,94;;57748062,52000001;346396988,45
2018;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;15465,772275821468;903648519,7699999;805387470,3699999;57638869,85;40622179,55;;130160135,7;725753086,85
2018;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;11308,773937342892;392889195,64000005;367468176,75000006;4092170,25;21110216,59;218632,05;66548903,989999995;300988131,64
2018;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;19949,01852683596;300966479,58;276044444,11999995;13821528,43;10377798,3;722708,73;60879463,69;227695927,7
2018;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;16363,70373224439;434817258,45000005;400493180,63000005;24237158,45;9172500,75;914418,62;74709877,08999999;346555985,94000006
2018;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;13473,714390134717;438071102,13000005;368850948,29;59260269,76;9289673,1;670210,98;68055117,36000001;356547500,62000006
2018;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;18593,12750806321;368814582,37;341485121,67999995;17809832,3;8955506,92;564121,47;69257683,11000001;287165989,74
2018;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFSC;Instituto Federal de Santa Catarina;12195,754478039566;587247076,3399999;500261860,4699999;63720794,79;16308278,159999998;6956142,92;88797470,97999999;476540107,29
2017;Centro-Oeste;DF;Distrito Federal;"Institutos Federais, Cefet's e Colégio Pedro II";IFB;Instituto Federal de Brasília;10154,965541998861;176472139,54000002;169693320,4;941873,9;5836945,24;;27455179,9;134342513,28
2017;Centro-Oeste;GO;Goiás;"Institutos Federais, Cefet's e Colégio Pedro II";IF GOIANO;Instituto Federal Goiano;9805,449018472682;302451576,51;265573918,95999998;19759818,91;17117838,64;;55331583,2;217968085,07999998
2017;Centro-Oeste;GO;Goiás;"Institutos Federais, Cefet's e Colégio Pedro II";IFG;Instituto Federal de Goiás;18995,12436491417;438628356,33;384879684,76;46595967,99;7152703,58;;44543494,98;367686646,48
2017;Centro-Oeste;MS;Mato Grosso do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFMS;Instituto Federal do Mato Grosso do Sul;13874,882161896205;175679318,51;168775957,07;320878,62;6582482,82;;25559065,25;134528137,85
2017;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;10625,6662083645;426886378,17;363818573,99;44024514,6;19043289,58;1414617,3;63451786,19;326226522,58000004
2017;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;13346,366746829755;377304846,7000001;313008485,5500001;52138396,42;12157964,73;1597274,43;52633161,56999999;297740050,16
2017;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;16823,39720313054;287324311,21;268756840,59;8959503,56;9607967,06;;55468089,1;207216038,3
2017;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;12886,091197658634;539023358,99;475670759,64;50597905,67;12754693,68;;87204091;414826435,15999997
2017;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;11767,55137715668;605225488,9100001;541018808,2800001;55421451,66;8785228,969999999;228109,4;88794816,30000001;482159694,03000003
2017;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;14996,394481401727;559519830,1;502903564,06;41413281,48;15202984,559999999;289079,56;93444963,89999999;424272784,06000006
2017;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;14479,139153021542;504561074,90000004;425640249,26000005;58695748,72;20225076,92;2545668,96;59989618,98;403820997,13000005
2017;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;15965,408875667912;169380056,28;158535372,6;6961797,11;3882886,5700000003;2536305,15;26039156,79;130074792,19
2017;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IFPE;Instituto Federal de Pernambuco;12652,817055360661;500624780,92999995;398133557,2799999;87376264,8;15114958,85;659014,15;61280750,76;403553021,04
2017;Nordeste;PI;Piauí;"Institutos Federais, Cefet's e Colégio Pedro II";IFPI;Instituto Federal do Piauí;12033,690233095342;387154092,26000005;346325272,78000003;36411603,82;4417215,66;;60030552,239999995;303458549,12
2017;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;9426,025214917434;564517887,79;494572620,61999995;52966654,88;16978612,29;3548486,83;78912264,66;439877892,11
2017;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;15291,62598763829;255007858,54;203606585,54999998;37806523,65;13594749,34;170962,54;29235283,470000003;201265353,23
2017;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;13806,996819211863;102979520,39999999;98719440,46;215914,98;4044164,96;;19073979,35;75079020,92999999
2017;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;10422,167442845366;357962619,6399999;309583032,0399999;33692922,8;14686664,8;4216,21;54992832,26;272405800,53
2017;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;11846,82340676346;84262202,75999999;80171215,35999998;135716,31;3955271,09;;13744702,129999999;62125688,300000004
2017;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;9933,665131518152;401096683,99;341556683,3;46865884,93;12674115,760000002;470262;59062735,52;311102124,71000004
2017;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;9810,014603859645;195699699,32000002;186300712,04000002;2655775,78;6743211,5;;39516516,93000001;139697733,47
2017;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;23963,906065259744;136209202,23;116096497,87999998;11843863,31;8268841,04;;18569135,61;102776577,22999999
2017;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;13712,957645472698;232496563,48;221275472,82999998;2177686,1;9043404,55;;46151046,599999994;165525253,85
2017;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;15304,617827793192;617494632,5400001;535234739,9200001;76139470;6120422,62;68681,74;84011687,69;501952199,97
2017;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;17977,249340753915;458145332,18;365597522,18;83823588,38;8724221,620000001;3120,43;51003322,57;382339716,4
2017;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;12775,264401313321;287077549,41999996;244304095,88999996;35989639,8;6783813,73;;39027713,33;228906219,52
2017;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;17463,976710775067;387696199,94;323907934,34;34562003,75;29226261,849999998;57828,64;49458558,02;289607281,54
2017;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;7349,99712564231;251229808,03;227331873,91;13212057,6;10685876,52;;39504487,52;189136840,04
2017;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;6562,303693761642;271549469,67;224442959,40000004;30760246,95;16346263,32;100611,09;48269719,720000006;196329412,82
2017;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;17650,824100414655;231215658,57;204473588,93;21239299,97;5502769,67;;27255366,61;187868825,4
2017;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;12864,456507164412;399188535,12;291660127,75;100160520,14;7367887,2299999995;361116,28;36139080,66;339617845,86
2017;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;20198,994120713807;663547492,2099999;400271220,8499999;253030891,34;10245380,02;579323,07;62394414,95999999;567265702,05
2017;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;13193,26077763219;387393638,58;318934215,87;57773455,31;10685967,399999999;77190,93;59629168,71;300594339,57
2017;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;19671,026986748147;401010649,83;346809229,86;45316548,09;8884871,879999999;;43974600,3;329628726,05
2017;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;15555,330977021798;830008459,1999999;744430366,25;53786673,03;31791419,92;84202,83;79062805,8;672819302,31
2017;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;7068,443776682878;353177297,39000005;329519795,59000003;3604079,1;20053422,7;;51216982,239999995;264561673,07
2017;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;17360,24216167824;280455813,72;258682017,21;11798786,04;9975010,47;111537,71;41458728,89;216185119,56
2017;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;15433,232723175572;394606185,0500001;362213052,6700001;22391610,15;10001522,23;109929,1;49913006,47999999;313943071,52
2017;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;13884,512815527105;405802007,32000005;344893797,5500001;54555200,18;6353009,59;1260497,44;50465701,25000001;331320185,69
2017;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;18348,623337988447;354900789,58;327727857,77;15551421,56;11621510,25;129275,47;52793363,88999999;273706546,7
2017;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFSC;Instituto Federal de Santa Catarina;12430,302891377518;545290300,1400001;474215293,9500001;55199545,19;15875461;16267641,51;56656822,53999999;447075159,34000003
